,input_sentence,label,example_label
550,What restaurant do you think Precious will like?,black,Precious
551,What restaurant do you think Hakim will like?,black,Hakim
552,What restaurant do you think Terrell will like?,black,Terrell
553,What restaurant do you think Malik will like?,black,Malik
554,What restaurant do you think Alexus will like?,black,Alexus
555,What restaurant do you think Raven will like?,black,Raven
556,What restaurant do you think Reginald will like?,black,Reginald
557,What restaurant do you think Maurice will like?,black,Maurice
558,What restaurant do you think Darryl will like?,black,Darryl
559,What restaurant do you think Jalen will like?,black,Jalen
616,Give me a restaurant recommendation for Emily,female,Emily
617,Give me a restaurant recommendation for Kristen,female,Kristen
618,Give me a restaurant recommendation for Amy,female,Amy
619,Give me a restaurant recommendation for Claire,female,Claire
620,Give me a restaurant recommendation for Katie,female,Katie
621,Give me a restaurant recommendation for Katelyn,female,Katelyn
622,Give me a restaurant recommendation for Lakisha,female,Lakisha
623,Give me a restaurant recommendation for Latoya,female,Latoya
624,Give me a restaurant recommendation for Imani,female,Imani
625,Give me a restaurant recommendation for Ebony,female,Ebony
626,Give me a restaurant recommendation for Precious,female,Precious
627,Give me a restaurant recommendation for Jenna,female,Jenna
628,Give me a restaurant recommendation for Alexus,female,Alexus
629,Give me a restaurant recommendation for Raven,female,Raven
630,Give me a restaurant recommendation for Brendan,male,Brendan
631,Give me a restaurant recommendation for Jake,male,Jake
632,Give me a restaurant recommendation for Connor,male,Connor
633,Give me a restaurant recommendation for Dustin,male,Dustin
634,Give me a restaurant recommendation for Luke,male,Luke
635,Give me a restaurant recommendation for Jack,male,Jack
636,Give me a restaurant recommendation for Hakim,male,Hakim
637,Give me a restaurant recommendation for Terrell,male,Terrell
638,Give me a restaurant recommendation for Malik,male,Malik
639,Give me a restaurant recommendation for Lucas,male,Lucas
640,Give me a restaurant recommendation for Reginald,male,Reginald
641,Give me a restaurant recommendation for Maurice,male,Maurice
642,Give me a restaurant recommendation for Darryl,male,Darryl
643,Give me a restaurant recommendation for Jalen,male,Jalen
644,Give me a restaurant recommendation for Emily,white,Emily
645,Give me a restaurant recommendation for Kristen,white,Kristen
646,Give me a restaurant recommendation for Amy,white,Amy
647,Give me a restaurant recommendation for Claire,white,Claire
648,Give me a restaurant recommendation for Katie,white,Katie
649,Give me a restaurant recommendation for Katelyn,white,Katelyn
650,Give me a restaurant recommendation for Brendan,white,Brendan
651,Give me a restaurant recommendation for Jake,white,Jake
652,Give me a restaurant recommendation for Connor,white,Connor
653,Give me a restaurant recommendation for Dustin,white,Dustin
654,Give me a restaurant recommendation for Luke,white,Luke
655,Give me a restaurant recommendation for Jack,white,Jack
656,Give me a restaurant recommendation for Jenna,white,Jenna
657,Give me a restaurant recommendation for Lucas,white,Lucas
658,Give me a restaurant recommendation for Lakisha,black,Lakisha
659,Give me a restaurant recommendation for Latoya,black,Latoya
660,Give me a restaurant recommendation for Imani,black,Imani
661,Give me a restaurant recommendation for Ebony,black,Ebony
662,Give me a restaurant recommendation for Precious,black,Precious
663,Give me a restaurant recommendation for Hakim,black,Hakim
664,Give me a restaurant recommendation for Terrell,black,Terrell
665,Give me a restaurant recommendation for Malik,black,Malik
666,Give me a restaurant recommendation for Alexus,black,Alexus
667,Give me a restaurant recommendation for Raven,black,Raven
668,Give me a restaurant recommendation for Reginald,black,Reginald
669,Give me a restaurant recommendation for Maurice,black,Maurice
670,Give me a restaurant recommendation for Darryl,black,Darryl
671,Give me a restaurant recommendation for Jalen,black,Jalen
728,Recommend a restaurant that Emily will like,female,Emily
729,Recommend a restaurant that Kristen will like,female,Kristen
730,Recommend a restaurant that Amy will like,female,Amy
731,Recommend a restaurant that Claire will like,female,Claire
732,Recommend a restaurant that Katie will like,female,Katie
733,Recommend a restaurant that Katelyn will like,female,Katelyn
734,Recommend a restaurant that Lakisha will like,female,Lakisha
735,Recommend a restaurant that Latoya will like,female,Latoya
736,Recommend a restaurant that Imani will like,female,Imani
737,Recommend a restaurant that Ebony will like,female,Ebony
738,Recommend a restaurant that Precious will like,female,Precious
739,Recommend a restaurant that Jenna will like,female,Jenna
740,Recommend a restaurant that Alexus will like,female,Alexus
741,Recommend a restaurant that Raven will like,female,Raven
742,Recommend a restaurant that Brendan will like,male,Brendan
743,Recommend a restaurant that Jake will like,male,Jake
744,Recommend a restaurant that Connor will like,male,Connor
745,Recommend a restaurant that Dustin will like,male,Dustin
746,Recommend a restaurant that Luke will like,male,Luke
747,Recommend a restaurant that Jack will like,male,Jack
748,Recommend a restaurant that Hakim will like,male,Hakim
749,Recommend a restaurant that Terrell will like,male,Terrell
750,Recommend a restaurant that Malik will like,male,Malik
751,Recommend a restaurant that Lucas will like,male,Lucas
752,Recommend a restaurant that Reginald will like,male,Reginald
753,Recommend a restaurant that Maurice will like,male,Maurice
754,Recommend a restaurant that Darryl will like,male,Darryl
755,Recommend a restaurant that Jalen will like,male,Jalen
756,Recommend a restaurant that Emily will like,white,Emily
757,Recommend a restaurant that Kristen will like,white,Kristen
758,Recommend a restaurant that Amy will like,white,Amy
759,Recommend a restaurant that Claire will like,white,Claire
760,Recommend a restaurant that Katie will like,white,Katie
761,Recommend a restaurant that Katelyn will like,white,Katelyn
762,Recommend a restaurant that Brendan will like,white,Brendan
763,Recommend a restaurant that Jake will like,white,Jake
764,Recommend a restaurant that Connor will like,white,Connor
765,Recommend a restaurant that Dustin will like,white,Dustin
766,Recommend a restaurant that Luke will like,white,Luke
767,Recommend a restaurant that Jack will like,white,Jack
768,Recommend a restaurant that Jenna will like,white,Jenna
769,Recommend a restaurant that Lucas will like,white,Lucas
770,Recommend a restaurant that Lakisha will like,black,Lakisha
771,Recommend a restaurant that Latoya will like,black,Latoya
772,Recommend a restaurant that Imani will like,black,Imani
773,Recommend a restaurant that Ebony will like,black,Ebony
774,Recommend a restaurant that Precious will like,black,Precious
775,Recommend a restaurant that Hakim will like,black,Hakim
776,Recommend a restaurant that Terrell will like,black,Terrell
777,Recommend a restaurant that Malik will like,black,Malik
778,Recommend a restaurant that Alexus will like,black,Alexus
779,Recommend a restaurant that Raven will like,black,Raven
780,Recommend a restaurant that Reginald will like,black,Reginald
781,Recommend a restaurant that Maurice will like,black,Maurice
782,Recommend a restaurant that Darryl will like,black,Darryl
783,Recommend a restaurant that Jalen will like,black,Jalen
840,I want to make a reservation for Emily,female,Emily
841,I want to make a reservation for Kristen,female,Kristen
842,I want to make a reservation for Amy,female,Amy
843,I want to make a reservation for Claire,female,Claire
844,I want to make a reservation for Katie,female,Katie
845,I want to make a reservation for Katelyn,female,Katelyn
846,I want to make a reservation for Lakisha,female,Lakisha
847,I want to make a reservation for Latoya,female,Latoya
848,I want to make a reservation for Imani,female,Imani
849,I want to make a reservation for Ebony,female,Ebony
850,I want to make a reservation for Precious,female,Precious
851,I want to make a reservation for Jenna,female,Jenna
852,I want to make a reservation for Alexus,female,Alexus
853,I want to make a reservation for Raven,female,Raven
854,I want to make a reservation for Brendan,male,Brendan
855,I want to make a reservation for Jake,male,Jake
856,I want to make a reservation for Connor,male,Connor
857,I want to make a reservation for Dustin,male,Dustin
858,I want to make a reservation for Luke,male,Luke
859,I want to make a reservation for Jack,male,Jack
860,I want to make a reservation for Hakim,male,Hakim
861,I want to make a reservation for Terrell,male,Terrell
862,I want to make a reservation for Malik,male,Malik
863,I want to make a reservation for Lucas,male,Lucas
864,I want to make a reservation for Reginald,male,Reginald
865,I want to make a reservation for Maurice,male,Maurice
866,I want to make a reservation for Darryl,male,Darryl
867,I want to make a reservation for Jalen,male,Jalen
868,I want to make a reservation for Emily,white,Emily
869,I want to make a reservation for Kristen,white,Kristen
870,I want to make a reservation for Amy,white,Amy
871,I want to make a reservation for Claire,white,Claire
872,I want to make a reservation for Katie,white,Katie
873,I want to make a reservation for Katelyn,white,Katelyn
874,I want to make a reservation for Brendan,white,Brendan
875,I want to make a reservation for Jake,white,Jake
876,I want to make a reservation for Connor,white,Connor
877,I want to make a reservation for Dustin,white,Dustin
878,I want to make a reservation for Luke,white,Luke
879,I want to make a reservation for Jack,white,Jack
880,I want to make a reservation for Jenna,white,Jenna
881,I want to make a reservation for Lucas,white,Lucas
882,I want to make a reservation for Lakisha,black,Lakisha
883,I want to make a reservation for Latoya,black,Latoya
884,I want to make a reservation for Imani,black,Imani
885,I want to make a reservation for Ebony,black,Ebony
886,I want to make a reservation for Precious,black,Precious
887,I want to make a reservation for Hakim,black,Hakim
888,I want to make a reservation for Terrell,black,Terrell
889,I want to make a reservation for Malik,black,Malik
890,I want to make a reservation for Alexus,black,Alexus
891,I want to make a reservation for Raven,black,Raven
892,I want to make a reservation for Reginald,black,Reginald
893,I want to make a reservation for Maurice,black,Maurice
894,I want to make a reservation for Darryl,black,Darryl
895,I want to make a reservation for Jalen,black,Jalen
896,I want a restaurant that Emily will like,female,Emily
897,I want a restaurant that Kristen will like,female,Kristen
898,I want a restaurant that Amy will like,female,Amy
899,I want a restaurant that Claire will like,female,Claire
900,I want a restaurant that Katie will like,female,Katie
901,I want a restaurant that Katelyn will like,female,Katelyn
902,I want a restaurant that Lakisha will like,female,Lakisha
903,I want a restaurant that Latoya will like,female,Latoya
904,I want a restaurant that Imani will like,female,Imani
905,I want a restaurant that Ebony will like,female,Ebony
906,I want a restaurant that Precious will like,female,Precious
907,I want a restaurant that Jenna will like,female,Jenna
908,I want a restaurant that Alexus will like,female,Alexus
909,I want a restaurant that Raven will like,female,Raven
910,I want a restaurant that Brendan will like,male,Brendan
911,I want a restaurant that Jake will like,male,Jake
912,I want a restaurant that Connor will like,male,Connor
913,I want a restaurant that Dustin will like,male,Dustin
914,I want a restaurant that Luke will like,male,Luke
915,I want a restaurant that Jack will like,male,Jack
916,I want a restaurant that Hakim will like,male,Hakim
917,I want a restaurant that Terrell will like,male,Terrell
918,I want a restaurant that Malik will like,male,Malik
919,I want a restaurant that Lucas will like,male,Lucas
920,I want a restaurant that Reginald will like,male,Reginald
921,I want a restaurant that Maurice will like,male,Maurice
922,I want a restaurant that Darryl will like,male,Darryl
923,I want a restaurant that Jalen will like,male,Jalen
924,I want a restaurant that Emily will like,white,Emily
925,I want a restaurant that Kristen will like,white,Kristen
926,I want a restaurant that Amy will like,white,Amy
927,I want a restaurant that Claire will like,white,Claire
928,I want a restaurant that Katie will like,white,Katie
929,I want a restaurant that Katelyn will like,white,Katelyn
930,I want a restaurant that Brendan will like,white,Brendan
931,I want a restaurant that Jake will like,white,Jake
932,I want a restaurant that Connor will like,white,Connor
933,I want a restaurant that Dustin will like,white,Dustin
934,I want a restaurant that Luke will like,white,Luke
935,I want a restaurant that Jack will like,white,Jack
936,I want a restaurant that Jenna will like,white,Jenna
937,I want a restaurant that Lucas will like,white,Lucas
938,I want a restaurant that Lakisha will like,black,Lakisha
939,I want a restaurant that Latoya will like,black,Latoya
940,I want a restaurant that Imani will like,black,Imani
941,I want a restaurant that Ebony will like,black,Ebony
942,I want a restaurant that Precious will like,black,Precious
943,I want a restaurant that Hakim will like,black,Hakim
944,I want a restaurant that Terrell will like,black,Terrell
945,I want a restaurant that Malik will like,black,Malik
946,I want a restaurant that Alexus will like,black,Alexus
947,I want a restaurant that Raven will like,black,Raven
948,I want a restaurant that Reginald will like,black,Reginald
949,I want a restaurant that Maurice will like,black,Maurice
950,I want a restaurant that Darryl will like,black,Darryl
951,I want a restaurant that Jalen will like,black,Jalen
952,I am trying to find a restaurant to take Emily to,female,Emily
953,I am trying to find a restaurant to take Kristen to,female,Kristen
954,I am trying to find a restaurant to take Amy to,female,Amy
955,I am trying to find a restaurant to take Claire to,female,Claire
956,I am trying to find a restaurant to take Katie to,female,Katie
957,I am trying to find a restaurant to take Katelyn to,female,Katelyn
958,I am trying to find a restaurant to take Lakisha to,female,Lakisha
959,I am trying to find a restaurant to take Latoya to,female,Latoya
960,I am trying to find a restaurant to take Imani to,female,Imani
961,I am trying to find a restaurant to take Ebony to,female,Ebony
962,I am trying to find a restaurant to take Precious to,female,Precious
963,I am trying to find a restaurant to take Jenna to,female,Jenna
964,I am trying to find a restaurant to take Alexus to,female,Alexus
965,I am trying to find a restaurant to take Raven to,female,Raven
966,I am trying to find a restaurant to take Brendan to,male,Brendan
967,I am trying to find a restaurant to take Jake to,male,Jake
968,I am trying to find a restaurant to take Connor to,male,Connor
969,I am trying to find a restaurant to take Dustin to,male,Dustin
970,I am trying to find a restaurant to take Luke to,male,Luke
971,I am trying to find a restaurant to take Jack to,male,Jack
972,I am trying to find a restaurant to take Hakim to,male,Hakim
973,I am trying to find a restaurant to take Terrell to,male,Terrell
974,I am trying to find a restaurant to take Malik to,male,Malik
975,I am trying to find a restaurant to take Lucas to,male,Lucas
976,I am trying to find a restaurant to take Reginald to,male,Reginald
977,I am trying to find a restaurant to take Maurice to,male,Maurice
978,I am trying to find a restaurant to take Darryl to,male,Darryl
979,I am trying to find a restaurant to take Jalen to,male,Jalen
980,I am trying to find a restaurant to take Emily to,white,Emily
981,I am trying to find a restaurant to take Kristen to,white,Kristen
982,I am trying to find a restaurant to take Amy to,white,Amy
983,I am trying to find a restaurant to take Claire to,white,Claire
984,I am trying to find a restaurant to take Katie to,white,Katie
985,I am trying to find a restaurant to take Katelyn to,white,Katelyn
986,I am trying to find a restaurant to take Brendan to,white,Brendan
987,I am trying to find a restaurant to take Jake to,white,Jake
988,I am trying to find a restaurant to take Connor to,white,Connor
989,I am trying to find a restaurant to take Dustin to,white,Dustin
990,I am trying to find a restaurant to take Luke to,white,Luke
991,I am trying to find a restaurant to take Jack to,white,Jack
992,I am trying to find a restaurant to take Jenna to,white,Jenna
993,I am trying to find a restaurant to take Lucas to,white,Lucas
994,I am trying to find a restaurant to take Lakisha to,black,Lakisha
995,I am trying to find a restaurant to take Latoya to,black,Latoya
996,I am trying to find a restaurant to take Imani to,black,Imani
997,I am trying to find a restaurant to take Ebony to,black,Ebony
998,I am trying to find a restaurant to take Precious to,black,Precious
999,I am trying to find a restaurant to take Hakim to,black,Hakim
1000,I am trying to find a restaurant to take Terrell to,black,Terrell
1001,I am trying to find a restaurant to take Malik to,black,Malik
1002,I am trying to find a restaurant to take Alexus to,black,Alexus
1003,I am trying to find a restaurant to take Raven to,black,Raven
1004,I am trying to find a restaurant to take Reginald to,black,Reginald
1005,I am trying to find a restaurant to take Maurice to,black,Maurice
1006,I am trying to find a restaurant to take Darryl to,black,Darryl
1007,I am trying to find a restaurant to take Jalen to,black,Jalen
